pin,bank,site,tile,pin_function
R6,112,IPAD_X1Y8,GTX_COMMON_X186Y23,MGTREFCLK0P_112
R20,502,IOPAD_X1Y17,PSS2_X32Y157,PS_DDR_A14_502
R21,502,IOPAD_X1Y25,PSS2_X32Y157,PS_DDR_CKP_502
R22,502,IOPAD_X1Y21,PSS2_X32Y157,PS_DDR_BA2_502
R23,502,IOPAD_X1Y55,PSS2_X32Y157,PS_DDR_DQ23_502
R25,502,IOPAD_X1Y66,PSS2_X32Y157,PS_DDR_DQS_N2_502
R26,502,IOPAD_X1Y48,PSS2_X32Y157,PS_DDR_DQ16_502
T3,112,IPAD_X1Y24,GTX_CHANNEL_3_X186Y46,MGTXRXN3_112
T4,112,IPAD_X1Y25,GTX_CHANNEL_3_X186Y46,MGTXRXP3_112
T20,502,IOPAD_X1Y12,PSS2_X32Y157,PS_DDR_A8_502
T22,502,IOPAD_X1Y20,PSS2_X32Y157,PS_DDR_BA1_502
T23,502,IOPAD_X1Y54,PSS2_X32Y157,PS_DDR_DQ22_502
T24,502,IOPAD_X1Y52,PSS2_X32Y157,PS_DDR_DQ20_502
T25,502,IOPAD_X1Y53,PSS2_X32Y157,PS_DDR_DQ21_502
U1,112,OPAD_X0Y4,GTX_CHANNEL_2_X186Y35,MGTXTXN2_112
U2,112,OPAD_X0Y5,GTX_CHANNEL_2_X186Y35,MGTXTXP2_112
U5,112,IPAD_X1Y11,GTX_COMMON_X186Y23,MGTREFCLK1N_112
U6,112,IPAD_X1Y10,GTX_COMMON_X186Y23,MGTREFCLK1P_112
U20,502,IOPAD_X1Y13,PSS2_X32Y157,PS_DDR_A9_502
U21,502,IOPAD_X1Y23,PSS2_X32Y157,PS_DDR_CKE_502
U22,502,IOPAD_X1Y19,PSS2_X32Y157,PS_DDR_BA0_502
U24,502,IOPAD_X1Y58,PSS2_X32Y157,PS_DDR_DQ26_502
U25,502,IOPAD_X1Y59,PSS2_X32Y157,PS_DDR_DQ27_502
U26,502,IOPAD_X1Y57,PSS2_X32Y157,PS_DDR_DQ25_502
V3,112,IPAD_X1Y18,GTX_CHANNEL_2_X186Y35,MGTXRXN2_112
V4,112,IPAD_X1Y19,GTX_CHANNEL_2_X186Y35,MGTXRXP2_112
V18,13,IOB_X0Y50,LIOB33_SING_X0Y50,IO_25_13
V19,13,IOB_X0Y99,LIOB33_SING_X0Y99,IO_0_13
V21,502,IOPAD_X1Y2,PSS2_X32Y157,PS_DDR_VRN_502
V22,502,IOPAD_X1Y1,PSS2_X32Y157,PS_DDR_WE_B_502
V23,502,IOPAD_X1Y133,PSS2_X32Y157,PS_DDR_RAS_B_502
V24,502,IOPAD_X1Y56,PSS2_X32Y157,PS_DDR_DQ24_502
V26,502,IOPAD_X1Y31,PSS2_X32Y157,PS_DDR_DM3_502
W1,112,OPAD_X0Y2,GTX_CHANNEL_1_X186Y17,MGTXTXN1_112
W2,112,OPAD_X0Y3,GTX_CHANNEL_1_X186Y17,MGTXTXP1_112
W13,12,IOB_X0Y40,LIOB33_X0Y39,IO_L5P_T0_12
W14,12,IOB_X0Y49,LIOB33_SING_X0Y49,IO_0_12
W15,12,IOB_X0Y1,LIOB33_X0Y1,IO_L24N_T3_12
W16,12,IOB_X0Y2,LIOB33_X0Y1,IO_L24P_T3_12
W17,12,IOB_X0Y0,LIOB33_SING_X0Y0,IO_25_12
W18,13,IOB_X0Y54,LIOB33_X0Y53,IO_L23P_T3_13
W19,13,IOB_X0Y53,LIOB33_X0Y53,IO_L23N_T3_13
W20,13,IOB_X0Y62,LIOB33_X0Y61,IO_L19P_T3_13
W21,502,IOPAD_X1Y3,PSS2_X32Y157,PS_DDR_VRP_502
W23,502,IOPAD_X1Y63,PSS2_X32Y157,PS_DDR_DQ31_502
W24,502,IOPAD_X1Y71,PSS2_X32Y157,PS_DDR_DQS_P3_502
W25,502,IOPAD_X1Y67,PSS2_X32Y157,PS_DDR_DQS_N3_502
W26,502,IOPAD_X1Y60,PSS2_X32Y157,PS_DDR_DQ28_502
Y3,112,IPAD_X1Y6,GTX_CHANNEL_1_X186Y17,MGTXRXN1_112
Y4,112,IPAD_X1Y7,GTX_CHANNEL_1_X186Y17,MGTXRXP1_112
Y10,12,IOB_X0Y44,LIOB33_X0Y43,IO_L3P_T0_DQS_12
Y11,12,IOB_X0Y47,LIOB33_X0Y47,IO_L1N_T0_12
Y12,12,IOB_X0Y48,LIOB33_X0Y47,IO_L1P_T0_12
Y13,12,IOB_X0Y39,LIOB33_X0Y39,IO_L5N_T0_12
Y15,12,IOB_X0Y3,LIOB33_X0Y3,IO_L23N_T3_12
Y16,12,IOB_X0Y4,LIOB33_X0Y3,IO_L23P_T3_12
Y17,12,IOB_X0Y12,LIOB33_X0Y11,IO_L19P_T3_12
Y18,13,IOB_X0Y52,LIOB33_X0Y51,IO_L24P_T3_13
Y20,13,IOB_X0Y61,LIOB33_X0Y61,IO_L19N_T3_VREF_13
Y21,502,IOPAD_X1Y27,PSS2_X32Y157,PS_DDR_CS_B_502
Y22,502,IOPAD_X1Y131,PSS2_X32Y157,PS_DDR_ODT_502
Y23,502,IOPAD_X1Y22,PSS2_X32Y157,PS_DDR_CAS_B_502
Y25,502,IOPAD_X1Y61,PSS2_X32Y157,PS_DDR_DQ29_502
Y26,502,IOPAD_X1Y62,PSS2_X32Y157,PS_DDR_DQ30_502
